id,user,amount
0x7986d1eeb835dfb1c573db18160778e4d6a8006936d16c6a1b596881ca7016fe-0x8,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,147445436507936507935570
0xd8470b354f47bd4c52925e711990f774165ec414b724731b80c0a1a48c3e045b-0x15,0xbf0f18033950ef50570db1cfba0ab2eb49d3b889,13511096656510567497370680
0x9a324d990f1220db29ae382e775ad5a220f02314430930c5d4e8e5ccc8dbeb12-0xb,0xbaaa073651d058524864f709d4249a3cb162062f,283816872341136598135189
0xd20d079ca0a6daf832600f49642a7433bfb847c6eebe63a695aa65ff7148a2ba-0x8,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,234196998171661301417120
0x0cf79484dc338c77dbec5313e475a3672b752337dd6dc9edd9ffafde1ff3c769-0x4,0xd28981953fb582f655014e31634563f372f947ee,16062727218324725031895879
0x63f9f0ec1fe5503178603e5c3127e32c4efdefeca362681dbc24ae7ab92e8f2d-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,20502185564929580896513
0x112c5bfc82f5bdcdee8984bf2e24ccc5d70eed3eaaf96d8503d459af4498e81b-0x7,0x9eb1e141b58e9204795ab2b323c860b637beb27d,55716871262197041233512
0x46c097b5780cefb888149fae8a2df197b5ee6b8b1fb73c0a71ca10a81cac61f3-0x7e,0xbaaa073651d058524864f709d4249a3cb162062f,101062793904110255851746
0xcb2ce2b3bb4400c032c203659bd3682801e0c6ffd6d0b1ee0a1e941b84f5d920-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,34497462228517469310450
0xa0c3bd09e830374cf0b13e350ab7f88e702d5d471456e8f4b7c320e3baed2ee0-0x5,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,2572526060925252240870900
0x33bb5bed05fcff7217a3e68fe62411f7974dc360f43aab85480c55722fad71cb-0x9,0x9eb1e141b58e9204795ab2b323c860b637beb27d,79447493704752911551268
0xf05a45e0c10d4e8f2d7688dd6a64bc7ce143098bbfb13013d48c4d32f1917cdf-0x4,0xbaaa073651d058524864f709d4249a3cb162062f,117273406379297989573980
0xa97ec0fa202c9fd43acc9c3bbbee0272ad1f1fc1a15e711df163b0707501b006-0x11,0x9eb1e141b58e9204795ab2b323c860b637beb27d,209616985243560343973872
0x1c277565c45d4ee27f8fcce838743c289f44d524abd368508ae517b28991909d-0x6,0x96c735a2dd275a063bc4ad1840311142284268a6,4896574032614885582846380
0x1713f6fad7e68fbcadf2045a572dc4691be09f27b603d25288bd76debf4666ba-0x4,0x9eb1e141b58e9204795ab2b323c860b637beb27d,115240921787709497205972
0xbee8bf267ea52f5f3602421d4bc0d31f45c0839841cb5216f18914a8d19bbc07-0x2a,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1931534687346294253630500
0x194556548f43242842ae86f821f84768c6129cdf9c6a3b6d7f837344cb75ef48-0x1,0xa17b8a89824c91db60b1e38e16df90d725455f1e,11676557438736817618573592
0xb820a0c5d0aa74789e990d0773022a4a4e9e639ddbec0727f52522b328cccc91-0x8,0xbaaa073651d058524864f709d4249a3cb162062f,161659101489757914337884
0x69d642516f21d65d2fdaf7ed27e44f173ce54a10e244e270eee6b595140fcc9b-0x9,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,698983285145320116696580
0xb4851454522ca85578bc2fe699a8ea3e6de37b856751e4f4c0ede606729092a1-0x5,0x9eb1e141b58e9204795ab2b323c860b637beb27d,346767341713221601487532
0x5ef83f41f5f178ed08f0b2a51948c77d924346ee963dfc5f0acd59e9945ca601-0xb,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1575739059590316573546700
0x0cdbf9c889566f294fde62ae0d624b618ee76d6e3950f634e404dcb53c71accb-0xa,0x9eb1e141b58e9204795ab2b323c860b637beb27d,197945763500931098695200
0x91ac895e9d26a4b02173df620336781a1f26ab03487ca0ff145ccb95a6dee35f-0x48,0xbaaa073651d058524864f709d4249a3cb162062f,213150035677569491348976
0xdb403edb267dd17e1887feb5cef7c457db4ffcb4b4cc3ba176d602c803709584-0x1,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,750648733818192430741000
0x502e394c442d78a19e9babf7e312fd7153f0991c0a75b9debd177afdfcdec50f-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,39821179115664460282554
0x159fb559fe043256016571ee3e5b35655a24745f4eac4dbaf8d6cac7c7e2d19e-0x9,0xbaaa073651d058524864f709d4249a3cb162062f,63461734603377323683430
0x64de0a350d90e8d897b78c79d2906593302166400797d1bc9abd619a359568f3-0x12,0xbf0f18033950ef50570db1cfba0ab2eb49d3b889,14588254431805601205392352
0xb89f0fba8393dfe9b45617621c1d28544af91bcf562bbb0645729860b08c6580-0x3,0x9eb1e141b58e9204795ab2b323c860b637beb27d,353177615485239649482534
0x53e8a1bdf35836d269b4649de5150818a53702143eb5108eb045441c48cef19e-0x1,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,43891920257401144337653
0x694bf950a5fea236814448bc70803018cbad62c03fedd117ff0e78358c8992eb-0x1,0xd28981953fb582f655014e31634563f372f947ee,1291270006472303210090653
0x6415cbb0a25e8bb2e42d24537ceb0384d52ebce4f5a716c9530e952159df8fda-0x3,0x9eb1e141b58e9204795ab2b323c860b637beb27d,261690162599241055306186
0xe6c64f087588a06c2d70ea3e602515cebcdde19620a27e7310388cc2893dbc9a-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,157099083117282015468164
0xff76b22be1e8044f3f142a72f8deb86da0ac09ebe6584bef4190a16492b8ff46-0x2,0x9eb1e141b58e9204795ab2b323c860b637beb27d,241348013361462728549794
0xe9e82e5a03dcbd87bbd3618cafcd859bd64b05487811fb6e3eeef33cbed66584-0x4,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,2665319563615894657869800
0xa9b9625a028f61f7a72130fdeaec7f2ee49b669a2c754b98f317cf6bce97cd9a-0x30,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,272109841321753935656953
0x4cf4a14f3550d8bd254aaeaa5ecb9e50df9675eafe560ff2bed3cf6e8685b670-0x25,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,273165634227454721775450
0x30f72713c01c09d387e37304ff5f83b884c740899e2576810c7d86b40b72074b-0x2,0x9eb1e141b58e9204795ab2b323c860b637beb27d,183602201641878365381546
0x844cbf863c14e2e6a54f66d2db4b970dc81a343d9dc34b91e075d4b1ee42934b-0x8,0x82a28c491ec2bb88bdaee400e3b0124d40326e9e,1366989135929214601322590
0xfd45760f7a7dd0b3ea7d50fa246250acc3e5c9fd5374b021ca8127ceb2cb5bd2-0x2,0xbaaa073651d058524864f709d4249a3cb162062f,285075062255571200250680
0xf75fa26a9df4f58dc5c035d9e9e40e414b01eed92b8b96e63049cb2fef07b166-0x6,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,1176790613166079688875580
0x1df0558605b8896b46df5580b35c290847f509f833fd49b0cedc4915203672ee-0x4,0x9eb1e141b58e9204795ab2b323c860b637beb27d,237836675752855659396182
0x8fffca682c14bffd5ef237f4fdba47cffa01932de61b578e9cf7ed9a362f9b68-0x3,0x04330a444f9d051713b13c934d478a552165c205,20855006679775582226994431
0x82a3f42eba50fedcdba98b88573698cd317833498a0cee1ab2d0cc24e6e73193-0x1,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1436327719366562824497600
0xf083b9019eaa7df45629517ca3c1f3305b52d7d23ad5fa38bf9cfeab707e46ac-0xc,0xbaaa073651d058524864f709d4249a3cb162062f,131194291695210313444644
0x1862ded802d63d7e4938c63690c119e3098f6c02413a68cf3633c91cb09be427-0x3,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,1416878221270354935235740
0xb467034dbf2e46a91068ccef65677c6a4f92ed3e3f59fd9d2e8875be24464cd8-0x7,0x9eb1e141b58e9204795ab2b323c860b637beb27d,252094659334673601167657
0xa1f533feeb933ebb3e740429ceee5a6a31d0e119416926734b8c116216550591-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,129869197699964632888268
0xa9160a60a60c7ed633d9bb364114de3c248d12a785455cceed6ec74b1c37e611-0x8,0x96c735a2dd275a063bc4ad1840311142284268a6,1675216681237511887923740
0xade9057edc09f06739bb7099d61d6fbfddb358239c94df295e599a06a4936094-0x19,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1239558393994147420993700
0xa9b7b105288661fff0ca1baec264f7799a8d035c3ce495fa5ab75a9b74fac9a3-0x9,0x9eb1e141b58e9204795ab2b323c860b637beb27d,232612527114967462037565
0x3589f731d3e32abdc764b3012e5e49a7a7130106aec73e9f7a86762b0c5f3d0d-0xc,0xbaaa073651d058524864f709d4249a3cb162062f,129017534345625451915296
0xb569b299ed3ae376cc79350b0d3cf0221644f2cf54a9309e657e05c6bfd50855-0x2,0x9eb1e141b58e9204795ab2b323c860b637beb27d,292124231742588575558505
0x1879da9b4cbf4e458e006232d9d36e429141bc0c166f5d06a9b17953daea0db1-0x2,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1301452533743070619418050
0x63895254a8126d7032e92910a642113bf3ec1b24d003198e7a16706b5e02b75c-0xb,0xbaaa073651d058524864f709d4249a3cb162062f,113995842371655820678952
0x7f4e18b41dfa8422273581fe4995a04161f4f8458b3e78e1ce37467396b8a324-0x2,0xbaaa073651d058524864f709d4249a3cb162062f,143992528320077127017640
0xefa1cd827005740cc8bc10c6a4141fdd3e6f8456544d7838489f53a80734a6f7-0x9,0x9eb1e141b58e9204795ab2b323c860b637beb27d,427693420101229211855535
0x11342adc66c830467d1ccac064aa4b7f87c89039bc2052fb8a40654fc42f0cd5-0x2b,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,5131904046414889163664307
0xce6ac85a4ec6b16c9486c10a93b28f91c22837f8fe73a679c3f5af047873d68c-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,123192335502530730295665
0x922f423fd4b3efafe08379e8eeb2e1efd94494dd8173f2921228a414b69e3318-0x5,0xbaaa073651d058524864f709d4249a3cb162062f,126747409014220294045944
0x65fa5acabde7d3a25fb1c6b69b4950c465d774cdbe36db30cd2a5e2aa4fbc637-0x3,0xbaaa073651d058524864f709d4249a3cb162062f,22357797059532417449848
0x8864a7ee6de117b34c6e805a2709d2173e9933f974ed8efd7ce98b8cdc20b58f-0x8,0x9eb1e141b58e9204795ab2b323c860b637beb27d,206166960412147505421675
0x3ec59aabe8bf4dbfcd792974b65ec2c7bb8e346a3a8026d9616f9454d7e4d85b-0x2,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,3162254835502530730276200
0x8cbdfc37553868b038e35ec92ad27d306b1a11eb5809cecb8d73d40c2a4f6749-0xb,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,2559174650518197155924830
0xbbc41d9a0ab5ce7c03c4e02e70d3574f28bea0115c1f4f5a8cce4380810ac943-0x4,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,1286877860655227715496570
0xd0a4bd3af0f03acf3cfe29461d0f0dc2449d331518e1b3ce6f72134cd534e7d1-0xe,0xbaaa073651d058524864f709d4249a3cb162062f,249832791033984092550824
0xad80960f31b579a4644c80e882d558de79f83a0aa6cace34c5c976cb3a95a85c-0x7,0x9eb1e141b58e9204795ab2b323c860b637beb27d,396347387924801156902740
0x2a56a7b0a4e4b532fd903cb45756276c0c2cdb754c1354b3bc02080772bd789e-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,87293248373101952277105
0x5c3a9dfa878742a7e59748b765f6800adc7e12f10ce0d50658d467739488995e-0x22,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,875869090722314324203925
0x002a1770bd996aa6cdf72e19740f54f6fc83b2659f212abc002c1f05db8deaed-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,137514919403651610986096
0x54569ed3790f1403c4d721f534ff0a2eaf2d5ed317d5680e6314b9a2b62ecf34-0x11,0x9eb1e141b58e9204795ab2b323c860b637beb27d,224499121792892041572465
0x386e3a9e241e7cc90773822d41c5b8b4c5f52b951e3c0d64cdc8bf24afdca2ac-0x1,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,1543381912167435238574300
0xd0769723eb7f8a86f24eb9053facdb898c096cbfdc27186807c44162746d8d93-0x10,0xbaaa073651d058524864f709d4249a3cb162062f,115855070009033423666832
0x28624faa089b77081237da1828288a6edbe577949f6bcec46eb2d8583907c031-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,198258066565040650405230
0xe7962365922f493966ad60612803a1e942a79caaac761e89e7c641901103951c-0x3,0x9eb1e141b58e9204795ab2b323c860b637beb27d,346053730964167036279695
0x80ace7c46d69c0242616457b8459a0aa88ac07a0353e94c17655fcd738fbd1a7-0x3,0x9eb1e141b58e9204795ab2b323c860b637beb27d,100357744107744107743470
0xb27a51c9d3743955ddd8bb665eb0167bd34f441f67cd21eab4b29a1693657002-0x1,0xbaaa073651d058524864f709d4249a3cb162062f,335508343629275388059704
0x43238c5e9fc744babaaa614843de74f94a00f9ceac75ac27ba25902d99f595f9-0x14,0xbaaa073651d058524864f709d4249a3cb162062f,91997755331088664421408
0xcef11c64c02ad96d4b23782f94915bbf5e498d74cbcedf9c9cf867317747333e-0x13,0x9eb1e141b58e9204795ab2b323c860b637beb27d,290482954545454545452685
0xe15def521178c5e047249b77779a05ff69acf0561d5bf494736028e40f68570a-0x11,0x9eb1e141b58e9204795ab2b323c860b637beb27d,188362794612794612793405
0x8b3676a9fa9ca68d5d3723b00c4201f83d55e7d96aa229ecee6a06d2f68a66de-0xc,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,9326523927874186303656699
0xb9f9de5af35558eafee0e96c2484584734f643ea4aca820379c92e7c41230487-0x3,0xbaaa073651d058524864f709d4249a3cb162062f,154966329966329966328976
0xfde30e5f135a2da142099940f5199fb04caaef2a5078043222a92d83e4d0355b-0x13,0xbf0f18033950ef50570db1cfba0ab2eb49d3b889,39256905526356081596126736
0x8cda511541870217d826c97d3c7e72cdd38261ad92b93858ca51bb951277033f-0x3,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,4205825602485814163752800
0x2fc06f58e4595682db922442f01eff08b2578aaa54c40c489b9bb838ce8b339e-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,226430583214012628391810
0x8c563a7796814b852da6ce9d0263f565fffb1a601373295b1775f041c14a51c4-0x28,0xbaaa073651d058524864f709d4249a3cb162062f,139032870834950620478728
0x5f1efb600a1e2882f841354ba7496668aa5958855f68c7ded26a554824aa98a9-0xd,0x7b822c7445be2eec5a3aceeea7744f319c43f809,1445000836107075007986833
0xbe9bd190dc35b4599710628d4d16ac8ec8362e0054978f5459002e55f8b605d7-0xd,0x04330a444f9d051713b13c934d478a552165c205,12717870099781067756780950
0xac6b23a0c6ca514f9b09837dd54046ddb7959d03c5edc999886dbf0094b995ee-0x6,0x9eb1e141b58e9204795ab2b323c860b637beb27d,265493597094801223239900
0x4ba13acda56249079d2963a08f8af9712697e3ead6159a2760f0aedb275eebf9-0x1,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,1319082529838869170621570
0x22d82193e9dc7065d8e52219f6f1a65460fe2923e43de5bf62f974bc79fff954-0xe,0x9eb1e141b58e9204795ab2b323c860b637beb27d,197854548929663608561425
0x5d8b1169adbf8e08bfc897ff1bd405d5cd5a7544b5be7039c236798f71cc1d38-0x3,0x7b822c7445be2eec5a3aceeea7744f319c43f809,1373395552047900711578787
0x7e04ec3bb9add220df52df4c7629ec3c3ac52a3ddd2c82bb76678c32626cd7c7-0x5,0x9eb1e141b58e9204795ab2b323c860b637beb27d,200363210891204230602165
0xe7d5f2311ce782dda7367d1194d3614784169230379b0b5c1178eedd4313732e-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,191382445917123705056670
0x7f013c3fdcc55a21b33a324bac19ebe152d85f26d7d9d4b52c1c78dcb581bbe0-0x45,0x9eb1e141b58e9204795ab2b323c860b637beb27d,169975434186471663618660
0x959ff7746eb9c4f8774b302db186345514cad440b4c1777d8b900255af9a3007-0x1,0xe4748ca8fe2cb60eac4978520d722bd91cbf9646,8039891873582185346565061
0x9b917b99e7509f813ee49676084658a090a95838b18ddd10789fe26228ee46ee-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,248712199116392443630335
0xcd9760feee275d4c64e87e93a29dd73ab4fb87ccb38094398b9f65f808005f70-0xd,0x9eb1e141b58e9204795ab2b323c860b637beb27d,186671421041928524169535
0x983905ed6f8b6ac0c1d8a1b2750865762d3c282628b2e937f5892b66a563cb98-0x1,0x96c735a2dd275a063bc4ad1840311142284268a6,3122277420691975233581030
0x1e82bdca9ef0204ea65bebb9b7c5db2bcc280c47b4dbbdd09f4ae6d66673de6b-0xa,0xbaaa073651d058524864f709d4249a3cb162062f,769198112683047703926832
0xc697868274ff13e128ee10cb7ed53091bd5a080e04e3d48eaa4bc90c8ebc8ce6-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,236937499999999999998480
0x6db7018b8f52b3cbfbda50fa3c9498a7b3a564e40fe4376f7aa6e5a4dd4b7554-0xb,0x9eb1e141b58e9204795ab2b323c860b637beb27d,305059659090909090907140
0x2c5ec5e23c49b52240e55c6ee43c4cdf7f37313448fdb3a910e09ad59c13a66f-0x3a,0xbaaa073651d058524864f709d4249a3cb162062f,197833333333333333332064
0x4471b261c614c536e0192e4fc351e68c67e06a02b2804c447a8620c839db1e5f-0x1,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,6853449198505154873460850
0xea95c116eef43100a3c3fc08a83d2d2e13f7827b715ae1ab5bbb34f1966b4f5f-0xf,0x9eb1e141b58e9204795ab2b323c860b637beb27d,199850424000529199186772
0xb6203c0e7ae8e785a8f3f617127bc7dbf67838e1ef0e10567ffc2125d406056d-0x28,0xbaaa073651d058524864f709d4249a3cb162062f,107037012828872449328328
0x6015bcc790d5261160df6d3cd3f64b25caba85406ab5a43964ee7d0b3c7e8b7b-0x6,0x9eb1e141b58e9204795ab2b323c860b637beb27d,234586074561403508770428
0xa445eb9e9b5270ae4bb65a555f050f5533125567a013835e49718d560805821e-0xc,0x9eb1e141b58e9204795ab2b323c860b637beb27d,98533442982456140350248
0xc4619bb3a1a689e2d24a1998fe04249d344bd6c98b8b67b9e12faa009ce8914a-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,123560855263157894736048
0x14900ab56ac46728e0ecc5e65f6d0833e67fad973843a466ab0b5371e332b831-0x12,0x74b0d3ca2709cb51738c179d66c4b70f3bb18778,466145851163025376301840
0x72e73998f10eb5fcff25eb08358705138f9345d3a222c67e40bce9c90637d7d0-0x3,0xbaaa073651d058524864f709d4249a3cb162062f,234052144249512670563808
0x0f4f333637dc599b0a647ed61d3f81285c174f0431417ad06529d239f37b6fcf-0x1,0x9eb1e141b58e9204795ab2b323c860b637beb27d,234750548245614035086224
0xd5e05ec7a5542d6e6ca8899b37bd4b0f518ac52cac1e531da435b1bd085886ec-0x1,0xf87253513a46d786fbaf1adb9850e6f9fdb9f4ad,2485387731481481481465600
0xb4a5317f7a17a19436075e3320c4b613144c86b10d7b70cfa7cc03b835f6cef0-0x3,0x6b11d8df39e465c748ca6e1624c63e473d9b7780,1674355820082668043917840
0x6faaa04e610c19b21384c37193b6f6c0d942e73ceab67d43aa59f5fd96a28364-0x12,0x9eb1e141b58e9204795ab2b323c860b637beb27d,308404605263157894734856
